0.009881,0.005354
0.113503,0.064393
0.199650,0.127570
0.291569,0.184965
0.388474,0.243510
0.494004,0.312962
0.585775,0.373755
0.681918,0.435372
0.775894,0.495507
0.871839,0.563591
0.962267,0.622264
1.060282,0.682974
1.159022,0.744065
1.262927,0.808082
1.357571,0.870419
1.467894,1.024852
1.654428,1.275021
1.731717,1.082532
1.860492,1.186941
1.893047,1.189085
1.956888,1.253651
2.053686,1.315058
2.161614,1.383715
2.639943,1.437157
2.344270,1.499287
2.439178,1.558416
2.543213,1.623903
2.632898,1.687349
3.108931,1.740685
2.819633,1.804008
2.911709,1.863876
3.011388,1.913414
3.080701,1.973892
3.177148,2.431473
3.253027,2.085747
3.350989,2.141255
3.447256,2.189671
3.538030,2.270500
3.645734,2.304132
3.719214,2.358852
3.792584,2.414591
3.903164,2.495764
4.005329,2.586221
4.097635,2.594890
4.172150,2.679415
4.308688,2.733268
4.799227,2.790266
4.485484,2.866601
4.599322,2.924518
5.074366,2.958252
4.744000,3.033774
4.853920,3.107542
4.968990,3.177439
5.049616,3.208726
5.142114,3.302331
5.232809,3.326664
5.331209,3.420923
5.416860,3.500999
5.905448,3.531113
5.635038,3.605837
6.121483,3.650388
5.799779,3.723036
5.910209,3.798985
6.391275,3.833613
6.113163,3.892589
6.687811,4.013540
6.311554,4.123334
6.429736,4.157867
6.897290,4.091777
6.512445,4.161545
6.636208,4.276252
7.137839,4.279384
6.967894,4.471006
7.088502,4.508907
7.055792,4.905026
7.067810,4.553183
7.191194,4.618972
7.710050,4.626822
7.353184,4.740525
7.895746,4.762313
7.593880,4.862356
8.097611,4.894633
7.783018,5.377470
7.820464,5.032845
8.383553,5.056886
8.062638,5.130394
8.561471,5.177772
8.220088,5.304193
8.346371,5.335895
8.470463,5.390350
8.933632,5.463511
8.666829,5.974901
8.767549,5.605204
9.299065,5.645246
8.948867,6.117952
9.029900,5.759698
9.516627,5.799556
9.207459,5.911589
9.679346,5.901950
9.371324,6.009057
